"respondentid";"fardmedel.kat";"ar.manad"
2004027487;"Bil";"2020/3"
2020023627;"Cykel";"2020/3"
2020023853;"Kollektiv";"2020/3"
2020024218;"Annat";"2020/3"
2020028590;"Gang";"2020/3"
2020030613;"Bil";"2020/3"
2020031046;"Bil";"2020/3"
2020032491;"Annat";"2020/3"
2020033039;"Bil";"2020/3"
2020034067;"Cykel";"2020/3"
2020038615;"Kollektiv";"2020/3"
2020039013;"Bil";"2020/3"
2020039514;"Cykel";"2020/3"
2020048717;"Bil";"2020/3"
2020049788;"Kollektiv";"2020/3"
2020050452;"Bil";"2020/3"
2003023634;"Gang";"2020/4"
2004004376;"Bil";"2020/4"
2004007524;"Bil";"2020/4"
2004008325;"Bil";"2020/4"
2004008372;"Bil";"2020/4"
2004008717;"Bil";"2020/4"
2004010616;"Bil";"2020/4"
2004010871;"Bil";"2020/4"
2004011298;"Bil";"2020/4"
2004013812;"Bil";"2020/4"
2004013981;"Bil";"2020/4"
2004018639;"Bil";"2020/4"
2004019803;"Bil";"2020/4"
2004020051;"Gang";"2020/4"
2004023683;"Bil";"2020/4"
2004029237;"Bil";"2020/4"
2004029471;"Bil";"2020/4"
2004029998;"Bil";"2020/4"
2004030882;"Bil";"2020/4"
2004032122;"Bil";"2020/4"
2004015063;"Bil";"2020/4"
2004022406;"Bil";"2020/4"
2004002159;"Bil";"2020/4"
2004005089;"Bil";"2020/4"
2004010162;"Kollektiv";"2020/4"
2004027583;"Bil";"2020/4"
2004029850;"Kollektiv";"2020/4"
2004031485;"Cykel";"2020/4"
2020024623;"Bil";"2020/4"
2003011622;"Bil";"2020/4"
2004014414;"Bil";"2020/4"
2004018863;"Kollektiv";"2020/4"
2004029727;"Bil";"2020/4"
2004001686;"Bil";"2020/4"
2004007695;"Bil";"2020/4"
2004010902;"Bil";"2020/4"
2004011703;"Bil";"2020/4"
2003024800;"Gang";"2020/4"
2003025583;"Bil";"2020/4"
2003025967;"Bil";"2020/4"
2004000350;"Cykel";"2020/4"
2004000440;"Bil";"2020/4"
2004000882;"Bil";"2020/4"
2004001585;"Bil";"2020/4"
2004001657;"Cykel";"2020/4"
2004002755;"Bil";"2020/4"
2004004382;"Bil";"2020/4"
2004004768;"Bil";"2020/4"
2004004963;"Cykel";"2020/4"
2004005148;"Bil";"2020/4"
2004005268;"Gang";"2020/4"
2004005321;"Gang";"2020/4"
2004005443;"Bil";"2020/4"
2004005937;"Bil";"2020/4"
2004006035;"Kollektiv";"2020/4"
2004006230;"Bil";"2020/4"
2004006349;"Bil";"2020/4"
2004006398;"Cykel";"2020/4"
2004007286;"Cykel";"2020/4"
2004007386;"Cykel";"2020/4"
2004007504;"Cykel";"2020/4"
2004007507;"Cykel";"2020/4"
2004007741;"Kollektiv";"2020/4"
2004008001;"Bil";"2020/4"
2004008334;"Bil";"2020/4"
2004008572;"Gang";"2020/4"
2004008712;"Bil";"2020/4"
2004009029;"Gang";"2020/4"
2004009205;"Cykel";"2020/4"
2004010128;"Gang";"2020/4"
2004010152;"Cykel";"2020/4"
2004010264;"Bil";"2020/4"
2004010579;"Cykel";"2020/4"
2004011566;"Cykel";"2020/4"
2004011682;"Bil";"2020/4"
2004012148;"Bil";"2020/4"
2004012389;"Bil";"2020/4"
2004012804;"Cykel";"2020/4"
2004014952;"Cykel";"2020/4"
2004014971;"Kollektiv";"2020/4"
2004015431;"Bil";"2020/4"
2004015684;"Annat";"2020/4"
2004015891;"Cykel";"2020/4"
2004016026;"Bil";"2020/4"
2004016193;"Bil";"2020/4"
2004016195;"Bil";"2020/4"
2004016556;"Cykel";"2020/4"
2004016693;"Bil";"2020/4"
2004016796;"Gang";"2020/4"
2004016853;"Cykel";"2020/4"
2004017589;"Kollektiv";"2020/4"
2004018041;"Bil";"2020/4"
2004018118;"Kollektiv";"2020/4"
2004018589;"Bil";"2020/4"
2004018626;"Gang";"2020/4"
2004018764;"Cykel";"2020/4"
2004020323;"Bil";"2020/4"
2004020565;"Bil";"2020/4"
2004020609;"Bil";"2020/4"
2004021645;"Cykel";"2020/4"
2004021662;"Bil";"2020/4"
2004021835;"Bil";"2020/4"
2004021855;"Bil";"2020/4"
2004021885;"Cykel";"2020/4"
2004021900;"Cykel";"2020/4"
2004022026;"Cykel";"2020/4"
2004022977;"Gang";"2020/4"
2004023354;"Gang";"2020/4"
2004023422;"Bil";"2020/4"
2004023593;"Bil";"2020/4"
2004023664;"Bil";"2020/4"
2004023996;"Bil";"2020/4"
2004024051;"Bil";"2020/4"
2004024115;"Cykel";"2020/4"
2004025724;"Kollektiv";"2020/4"
2004025967;"Cykel";"2020/4"
2004026882;"Bil";"2020/4"
2004027292;"Bil";"2020/4"
2004027321;"Bil";"2020/4"
2004028848;"Cykel";"2020/4"
2004029395;"Bil";"2020/4"
2004029436;"Bil";"2020/4"
2004029560;"Cykel";"2020/4"
2004029580;"Bil";"2020/4"
2004029611;"Bil";"2020/4"
2004029668;"Bil";"2020/4"
2004029722;"Bil";"2020/4"
2004030191;"Gang";"2020/4"
2004030911;"Kollektiv";"2020/4"
2004031056;"Bil";"2020/4"
2004031204;"Gang";"2020/4"
2004032098;"Bil";"2020/4"
2004032290;"Bil";"2020/4"
2004032439;"Bil";"2020/4"
2004032911;"Bil";"2020/4"
2004032934;"Bil";"2020/4"
2020038234;"Gang";"2020/4"
2004023517;"Bil";"2020/4"
2020036659;"Bil";"2020/4"
2004002817;"Annat";"2020/4"
2004017016;"Bil";"2020/4"
2004017183;"Bil";"2020/4"
2004025575;"Bil";"2020/4"
2004031680;"Bil";"2020/4"
2001002267;"Cykel";"2020/1"
2001002704;"Cykel";"2020/1"
2001004062;"Bil";"2020/1"
2001004122;"Gang";"2020/1"
2001004334;"Kollektiv";"2020/1"
2001004980;"Bil";"2020/1"
2001005021;"Bil";"2020/1"
2001005061;"Bil";"2020/1"
2001005130;"Bil";"2020/1"
2001005180;"Bil";"2020/1"
2001005480;"Bil";"2020/1"
2001006124;"Bil";"2020/1"
2001006292;"Bil";"2020/1"
2001006548;"Cykel";"2020/1"
2001006612;"Bil";"2020/1"
2001007928;"Bil";"2020/1"
2001008047;"Bil";"2020/1"
2001009414;"Bil";"2020/1"
2001010526;"Bil";"2020/1"
2001011363;"Bil";"2020/1"
2001012010;"Bil";"2020/1"
2001012286;"Annat";"2020/1"
2001012786;"Cykel";"2020/1"
2001012847;"Kollektiv";"2020/1"
2001012954;"Gang";"2020/1"
2001013428;"Bil";"2020/1"
2001013953;"Bil";"2020/1"
2001014380;"Bil";"2020/1"
2001014381;"Cykel";"2020/1"
2001014687;"Gang";"2020/1"
2001014928;"Bil";"2020/1"
2001015072;"Bil";"2020/1"
2001016486;"Gang";"2020/1"
2001017214;"Bil";"2020/1"
2001017553;"Bil";"2020/1"
2001018847;"Bil";"2020/1"
2001019642;"Cykel";"2020/1"
2001019698;"Bil";"2020/1"
2001019863;"Bil";"2020/1"
2001020021;"Bil";"2020/1"
2001020876;"Bil";"2020/1"
2001020934;"Gang";"2020/1"
2001021334;"Bil";"2020/1"
2001022265;"Bil";"2020/1"
2001022268;"Bil";"2020/1"
2001022968;"Cykel";"2020/1"
2001025487;"Gang";"2020/1"
2001026718;"Kollektiv";"2020/1"
2001027739;"Bil";"2020/1"
2001028171;"Bil";"2020/1"
2001028699;"Gang";"2020/1"
2001029034;"Bil";"2020/1"
2001029238;"Bil";"2020/1"
2001029301;"Bil";"2020/1"
2001029531;"Bil";"2020/1"
2001031487;"Kollektiv";"2020/1"
2001031508;"Bil";"2020/1"
2001031525;"Bil";"2020/1"
2001031554;"Gang";"2020/1"
2001031559;"Bil";"2020/1"
2001011882;"Cykel";"2020/2"
2001017137;"Kollektiv";"2020/2"
2020020184;"Bil";"2020/2"
2020020308;"Bil";"2020/2"
2020020410;"Bil";"2020/2"
2020021221;"Bil";"2020/2"
2020021434;"Bil";"2020/2"
2020022823;"Kollektiv";"2020/2"
2020022964;"Cykel";"2020/2"
2020023517;"Bil";"2020/2"
2020023654;"Bil";"2020/2"
2020024506;"Bil";"2020/2"
2020024690;"Bil";"2020/2"
2020025768;"Kollektiv";"2020/2"
2020025784;"Bil";"2020/2"
2020026227;"Gang";"2020/2"
2020026915;"Bil";"2020/2"
2020027035;"Bil";"2020/2"
2020027046;"Cykel";"2020/2"
2020027166;"Bil";"2020/2"
2020027430;"Bil";"2020/2"
2020027596;"Gang";"2020/2"
2020028007;"Bil";"2020/2"
2020029067;"Bil";"2020/2"
2020029742;"Cykel";"2020/2"
2020030205;"Bil";"2020/2"
2020030330;"Bil";"2020/2"
2020030357;"Cykel";"2020/2"
2020032178;"Bil";"2020/2"
2020032474;"Kollektiv";"2020/2"
2020033015;"Kollektiv";"2020/2"
2020033597;"Cykel";"2020/2"
2020034291;"Cykel";"2020/2"
2020035970;"Bil";"2020/2"
2020035993;"Bil";"2020/2"
2020037797;"Cykel";"2020/2"
2020038604;"Cykel";"2020/2"
2020038617;"Bil";"2020/2"
2020038966;"Cykel";"2020/2"
2020039008;"Kollektiv";"2020/2"
2020039858;"Bil";"2020/2"
2020039871;"Kollektiv";"2020/2"
2020040009;"Cykel";"2020/2"
2020041007;"Bil";"2020/2"
2020041613;"Bil";"2020/2"
2020042027;"Cykel";"2020/2"
2020042396;"Cykel";"2020/2"
2020043162;"Bil";"2020/2"
2020048395;"Bil";"2020/2"
2020049666;"Bil";"2020/2"
2020052106;"Bil";"2020/2"
2003000082;"Bil";"2020/3"
2003000104;"Bil";"2020/3"
2003000342;"Bil";"2020/3"
2003000974;"Cykel";"2020/3"
2003001319;"Gang";"2020/3"
2003001367;"Bil";"2020/3"
2003001603;"Cykel";"2020/3"
2003001640;"Bil";"2020/3"
2003002368;"Bil";"2020/3"
2003003178;"Bil";"2020/3"
2003003268;"Gang";"2020/3"
2003003341;"Bil";"2020/3"
2003004009;"Bil";"2020/3"
2003004350;"Bil";"2020/3"
2003005446;"Bil";"2020/3"
2003005616;"Bil";"2020/3"
2003005882;"Kollektiv";"2020/3"
2003006143;"Bil";"2020/3"
2003006202;"Bil";"2020/3"
2003006488;"Kollektiv";"2020/3"
2003006663;"Bil";"2020/3"
2003006812;"Cykel";"2020/3"
2003007155;"Cykel";"2020/3"
2003007508;"Cykel";"2020/3"
2003008498;"Gang";"2020/3"
2003008509;"Bil";"2020/3"
2003009789;"Cykel";"2020/3"
2003010097;"Kollektiv";"2020/3"
2003011292;"Kollektiv";"2020/3"
2003011862;"Bil";"2020/3"
2003011925;"Bil";"2020/3"
2003013711;"Kollektiv";"2020/3"
2003013882;"Gang";"2020/3"
2003014346;"Cykel";"2020/3"
2003014584;"Kollektiv";"2020/3"
2003015140;"Bil";"2020/3"
2003015473;"Cykel";"2020/3"
2003015506;"Bil";"2020/3"
2003016830;"Bil";"2020/3"
2003016966;"Cykel";"2020/3"
2003017017;"Bil";"2020/3"
2003017226;"Cykel";"2020/3"
2003017898;"Bil";"2020/3"
2003018017;"Bil";"2020/3"
2003018071;"Kollektiv";"2020/3"
2003018793;"Kollektiv";"2020/3"
2003019089;"Bil";"2020/3"
2003019551;"Bil";"2020/3"
2003019983;"Bil";"2020/3"
2003020198;"Bil";"2020/3"
2003020399;"Bil";"2020/3"
2003020712;"Bil";"2020/3"
2003021882;"Bil";"2020/3"
2003022454;"Bil";"2020/3"
2003023130;"Cykel";"2020/3"
2003023363;"Bil";"2020/3"
2003025145;"Kollektiv";"2020/3"
2003025886;"Bil";"2020/3"
2004027487;"Bil";"2020/3"
2020023853;"Bil";"2020/3"
2020030613;"Bil";"2020/3"
2020031046;"Bil";"2020/3"
2020049788;"Kollektiv";"2020/3"
2004007524;"Bil";"2020/4"
2004008325;"Bil";"2020/4"
2004013812;"Bil";"2020/4"
2004018639;"Bil";"2020/4"
2004023683;"Bil";"2020/4"
2004029156;"Bil";"2020/4"
2004029471;"Bil";"2020/4"
2004002159;"Bil";"2020/4"
2004014414;"Bil";"2020/4"
2004014147;"Kollektiv";"2020/4"
2003024800;"Gang";"2020/4"
2004002755;"Bil";"2020/4"
2004006230;"Bil";"2020/4"
2004006398;"Bil";"2020/4"
2004007286;"Gang";"2020/4"
2004008334;"Bil";"2020/4"
2004010128;"Gang";"2020/4"
2004010152;"Cykel";"2020/4"
2004010579;"Cykel";"2020/4"
2004015891;"Cykel";"2020/4"
2004018041;"Cykel";"2020/4"
2004018626;"Gang";"2020/4"
2004018764;"Cykel";"2020/4"
2004021885;"Cykel";"2020/4"
2004023422;"Bil";"2020/4"
2004027292;"Bil";"2020/4"
2004032098;"Bil";"2020/4"
2004032934;"Bil";"2020/4"
2004023517;"Bil";"2020/4"
2001002267;"Cykel";"2020/1"
2001004122;"Gang";"2020/1"
2001005130;"Bil";"2020/1"
2001005180;"Bil";"2020/1"
2001005918;"Cykel";"2020/1"
2001006124;"Bil";"2020/1"
2001006548;"Cykel";"2020/1"
2001006612;"Bil";"2020/1"
2001007928;"Bil";"2020/1"
2001009414;"Kollektiv";"2020/1"
2001010526;"Bil";"2020/1"
2001011363;"Bil";"2020/1"
2001014380;"Bil";"2020/1"
2001014381;"Cykel";"2020/1"
2001015072;"Bil";"2020/1"
2001017553;"Bil";"2020/1"
2001018847;"Bil";"2020/1"
2001020876;"Bil";"2020/1"
2001020934;"Gang";"2020/1"
2001022265;"Bil";"2020/1"
2001022268;"Cykel";"2020/1"
2001028171;"Bil";"2020/1"
2001028699;"Gang";"2020/1"
2001029238;"Bil";"2020/1"
2001031487;"Kollektiv";"2020/1"
2001031525;"Bil";"2020/1"
2001031554;"Bil";"2020/1"
2001031559;"Bil";"2020/1"
2001006607;"Bil";"2020/2"
2001017137;"Bil";"2020/2"
2020021221;"Bil";"2020/2"
2020021434;"Bil";"2020/2"
2020026915;"Bil";"2020/2"
2020027035;"Bil";"2020/2"
2020027046;"Cykel";"2020/2"
2020027596;"Gang";"2020/2"
2020028007;"Bil";"2020/2"
2020029067;"Bil";"2020/2"
2020030357;"Cykel";"2020/2"
2020033015;"Kollektiv";"2020/2"
2020037807;"Bil";"2020/2"
2020038604;"Gang";"2020/2"
2020041007;"Bil";"2020/2"
2020042396;"Cykel";"2020/2"
2020048395;"Bil";"2020/2"
2020049666;"Bil";"2020/2"
2020052262;"Bil";"2020/2"
2003000974;"Cykel";"2020/3"
2003001603;"Cykel";"2020/3"
2003002368;"Bil";"2020/3"
2003003268;"Gang";"2020/3"
2003003341;"Bil";"2020/3"
2003006202;"Bil";"2020/3"
2003006663;"Bil";"2020/3"
2003006812;"Cykel";"2020/3"
2003011292;"Gang";"2020/3"
2003013711;"Kollektiv";"2020/3"
2003013882;"Gang";"2020/3"
2003014584;"Kollektiv";"2020/3"
2003018017;"Bil";"2020/3"
2003018071;"Bil";"2020/3"
2003019089;"Bil";"2020/3"
2003019551;"Bil";"2020/3"
2003023130;"Cykel";"2020/3"
2003023363;"Bil";"2020/3"
2003025886;"Bil";"2020/3"
2004027487;"Bil";"2020/3"
2020023853;"Bil";"2020/3"
2020049788;"Kollektiv";"2020/3"
2004008325;"Bil";"2020/4"
2004029156;"Bil";"2020/4"
2004014147;"Kollektiv";"2020/4"
2003024800;"Gang";"2020/4"
2004006398;"Cykel";"2020/4"
2004007286;"Gang";"2020/4"
2004010128;"Gang";"2020/4"
2004018764;"Cykel";"2020/4"
2004027292;"Bil";"2020/4"
2001005918;"Cykel";"2020/1"
2001006548;"Cykel";"2020/1"
2001009414;"Kollektiv";"2020/1"
2001017553;"Bil";"2020/1"
2001020934;"Gang";"2020/1"
2001028171;"Bil";"2020/1"
2001028699;"Gang";"2020/1"
2001031487;"Gang";"2020/1"
2001031554;"Bil";"2020/1"
2020021434;"Bil";"2020/2"
2020033015;"Kollektiv";"2020/2"
2020033294;"Kollektiv";"2020/2"
2020042396;"Gang";"2020/2"
2003000974;"Cykel";"2020/3"
2003003341;"Cykel";"2020/3"
2003006143;"Bil";"2020/3"
2003006202;"Bil";"2020/3"
2003006812;"Cykel";"2020/3"
2003011580;"Kollektiv";"2020/3"
2003013711;"Kollektiv";"2020/3"
2003023363;"Bil";"2020/3"
2004027487;"Bil";"2020/3"
2020049788;"Kollektiv";"2020/3"
2004008325;"Bil";"2020/4"
2004027292;"Bil";"2020/4"
